Reference Handle,Token,Item Name,Customer-facing name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (kg),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online sale price,Archived,Sellable,Contains alcohol,Stockable,Skip Detail screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity Wild Octave Organics,New Quantity Wild Octave Organics,Stock Alert Enabled Wild Octave Organics,Stock Alert Count Wild Octave Organics,Modifier Set - 01 Coffee Type,Modifier Set - 02 Milk,Modifier Set - 03 strength,Modifier Set - 04 Sugar / Sweetener,Modifier Set - 05 Half & Half Hot Drink,Modifier Set - 06 Drink Heat,Modifier Set - Add-Ons,Modifier Set - Decaf,Modifier Set - Fruits - custom,Modifier Set - Fruits - Custom (Custom Juice Only),Modifier Set - iced,Modifier Set - Juice instead of milk,Modifier Set - Mushroom Booster Mod,Modifier Set - on side,Modifier Set - Own Cup,Modifier Set - Smoothie milks,Modifier Set - Super Foods & Mush Add-On,Tax - GST (10%),Tax - GST Free (0%)
#tamari-soy-sauce-500ml-spiral-foods-,XSJS5PNRZIES2K3P5R2HIPT7,"Tamari Soy Sauce 500ml, Spiral Foods",,,,,,"Shelf Labels > Label  Cooking Oils, Shop > Groceries",Shop > Groceries,,,,9312336211106,visible,Physical good,,,,Y,N,N,N,16.80,,N,,N,,N,,,11.80,Spiral Foods,,5,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tamari-soy-sauce-organic-250ml-spiral-foods-,IMKHY5DQSQC4BC5X33EPEGNT,"Tamari Soy Sauce Organic 250ml, Spiral Foods",,,,,,Shop > Groceries,Shop > Groceries,,,,9312336111109,visible,Physical good,,,,Y,N,N,N,9.75,,N,,N,,N,,,5.90,Spiral Foods,,5,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tamari-soy-sauce-salt-reduced-250ml-spiral-foods-,XXAZ7JHVHOWQ5O6SVT4Q6ZBL,"Tamari Soy Sauce Salt Reduced 250ml, Spiral Foods",,,,,,"Shelf Labels > Label  Cooking Oils, Shop > Groceries",Shop > Groceries,,,,9312336111116,visible,Physical good,,,,Y,N,N,N,7.95,,N,,N,,N,,,4.88,Spiral Foods,,5,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tamari-soy-sauce-salt-reduced-500ml-spiral-foods-,WHGSXNZN6YFO2N3RCNQURJYI,"Tamari Soy Sauce Salt Reduced 500ml, Spiral Foods",,,,,,"Shelf Labels > Label  Cooking Oils, Shop > Groceries",Shop > Groceries,,,,9312336211113,visible,Physical good,,,,Y,N,N,N,11.30,,N,,N,,N,,,6.85,Spiral Foods,,7,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tamarind-paste-225g-pandaroo-,C635IISWV3X4VCQUGALFJMLE,"Tamarind Paste 225g, Pandaroo",,,,,,"Shop > Groceries, Shelf Labels > Label  International Groceries",Shop > Groceries,,,,9319224802361,visible,Physical good,,,,Y,N,N,N,4.70,,N,,N,,N,,,2.85,Yuen's Market Trading,,7,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tampons-regular-16-corman-organyc-,BPCYEAVGWCQN3W7BFLKJCFPZ,"Tampons Regular 16, Corman Organyc",,,,,,Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,8016867009928,visible,Physical good,,,,Y,N,N,N,8.70,,N,,N,,N,,,4.79,Little Valley,,7,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tampons-super-16-corman-organyc-,TR622BFUCVQ4HBBN4VHFFG75,"Tampons Super 16, Corman Organyc",,,,,,"Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ), Shelf Labels > Label  House and Oils",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,8016867009911,visible,Physical good,,,,Y,N,N,N,8.70,,N,,N,,N,,,5.27,,,6,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tampons-super-plus-16-corman-organyc-,HPPLOKEKGHEYY56KAXL6YMK2,"Tampons Super Plus 16, Corman Organyc",,,,,,"Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6), Shelf Labels > Label  House and Oils",Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,8016867009904,visible,Physical good,,,,Y,N,N,N,9.20,,N,,N,,N,,,5.58,,,5,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tandoori-paste-380g-jar-ferns--,KXSY5PJFUNM35OM4MW6NLZTZ,"Tandoori Paste 380g Jar, Ferns'",,,,,,"Shop > Groceries, Shelf Labels > Label  International Groceries",Shop > Groceries,,,,8906109490211,visible,Physical good,,,,Y,,,,5.45,,N,,,,,,,3.30,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tangelo-premium-,P72TRFSADUZQ3DV42XIOAIUC,Tangelo Premium,,,Kilogram 1.000,,,Shop > Fruit & Veg,Shop > Fruit & Veg,,,,,visible,Physical good,,,,Y,N,N,N,10.70,,N,,N,,N,,,5.88,United Organics,,25.93,,Y,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tapioca-cheek-colour-refill-tokyo-ere-perez-,EMNECWBE3H5QAXXTWEKXFZBM,"Tapioca Cheek Colour Refill Tokyo, Ere Perez",,,,,,Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,,visible,Physical good,,,,Y,,,,43.05,,N,,,,,,,23.72,Ere Perez,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tapioca-cheek-colour-ere-perez-,BS6RGHHQUJV5DAJIVZLPE253,"Tapioca Cheek Colour, Ere Perez",,,,,,Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,9351750000000,visible,Physical good,,,,Y,,,,47.70,,N,,,,,,,26.28,Ere Perez,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tapioca-starch-flour-00g-brunswick-health-foods-org-,YVO44TEVT7WX5OU537LJB4L4,"Tapioca Starch Flour 00g, Brunswick Health Foods Org",,,,,,"Shop > Groceries, Shelf Labels > Label  Baking and Cooking",Shop > Groceries,,,,9329933001382,visible,Physical good,,,,Y,,,,5.20,,N,,,,,,,3.15,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#taste-nirvana-coconut-water-700ml-,GSUQYEAEATH6XRBSFWDQ6UFC,Taste Nirvana Coconut Water 700ml,,,,,,"Shop > Groceries, Shop > Drinks Fridge",Shop > Drinks Fridge,,,,011259904247,visible,Physical good,,,,Y,N,N,N,8.95,,N,,N,,N,,,5.12,All Good Foods,,6,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tasteless-coconut-cooking-oil-1l-united-organics-,24AM243H6LV5U3TP5WMH3J2X,"Tasteless Coconut Cooking Oil 1l, United Organics",,,,,,"Shelf Labels > Label  Cooking Oils, Shop > Groceries",Shop > Groceries,,,,9326746000618,visible,Physical good,,,,Y,N,N,N,18.05,,N,,N,,N,,,10.65,United Organics,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tasty-cheddar-org-cheese-250g-,GOJC57MQMHKJAK6U7YBMRERH,Tasty Cheddar Org Cheese 250g,,,,,,Shop > Fridge & Freezer,Shop > Fridge & Freezer,,,,9332172000856,visible,Physical good,,,,Y,N,N,N,11.20,,N,,N,,N,,,7.50,United Organics,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tasty-cheddar-org-cheese-slices-210g-,RR2BA3O3WIXW6FTASWEKEQAI,Tasty Cheddar Org Cheese Slices 210g,,,,,,Shop > Fridge & Freezer,Shop > Fridge & Freezer,,,,9332172000511,visible,Physical good,,,,Y,N,N,N,9.30,,N,,N,,N,,,6.20,United Organics,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tasty-cheddar-shredded-org-cheese-250g-barambah-,IJXBRGHFJA5PBMG7CMNB7KPS,"Tasty Cheddar Shredded Org Cheese 250g, Barambah",,,,,,"Shelf Labels > Label  Dairy Fridge, Shop > Fridge & Freezer",Shop > Fridge & Freezer,,,,9332172010190,visible,Physical good,,,,Y,N,N,N,11.20,,N,,N,,N,,,7.45,United Organics,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tasty-tumeric-cashew-cheese-250g-kehoe-s-regular,H3XZQVDPS633MLLK7PZJ5SU7,Tasty Tumeric Cashew Cheese 250g Kehoe's,,Regular,,,,"Shelf Labels > Label  Dairy Fridge, Shop > Groceries",Shop > Groceries,,,,0616806875256,visible,Physical good,,,,Y,N,N,N,15.60,,N,,N,,N,,,9.46,Prime Provisions,,8,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tasty-turmeric-cashew-cheese-250g-kehoes-regular,M7ICQK5TFLHAS5QMY2OJJG4P,"Tasty Turmeric Cashew Cheese 250g, Kehoes",,Regular,,,,"Shelf Labels > Label  Dairy Fridge, Shop > Fridge & Freezer",Shop > Fridge & Freezer,,,,616806875256,visible,Physical good,,,,Y,N,N,N,15.60,,N,,N,,N,,,9.48,Prime Provisions,,10,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tattva-pita-fire-balance-natural-incense-,3Z4ILZG5OUB6BTTBJXDW4KTL,Tattva Pita Fire Balance Natural Incense,,,,,,"Shop > House, Shelf Labels > Label  Incense",Shop > House,,,,216529385584,visible,Physical good,,,,Y,,,,9.95,,N,,,,,,,5.48,,,-1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tattva-pita-night-queen-aroma-fragrancew-natural-incense-,KUCKBYAZL4DHBELVOOSVRTK3,Tattva Pita Night Queen Aroma Fragrancew Natural Incense,,,,,,"Shop > House, Shelf Labels > Label  Incense",Shop > House,,,,219566579626,visible,Physical good,,,,Y,,,,9.95,,N,,,,,,,5.48,,,-1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tattva-vata-air-balance-natural-incense-,6IYFWD6R6IDNF2VR6IAOZHX6,Tattva Vata Air Balance Natural Incense,,,,,,"Shop > House, Shelf Labels > Label  Incense",Shop > House,,,,210202648164,visible,Physical good,,,,Y,,,,9.95,,N,,,,,,,5.48,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tea-tea-liquid-soap-orange-946ml-dr-bronner-s-hemp-,HSVV2G2OGTTCXGX4L3G4YVQR,"Tea Tea Liquid Soap(ORANGE) 946ml, Dr.Bronner'S Hemp",,,,,,Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,,visible,Physical good,,,,Y,,,,41.25,,N,,,,,,,22.73,Little Valley,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tea-tree-everyday-conditioner-250ml-thurs-plantation-regular,S7TXOORV2EQAFBRMMZVJ5GCY,Tea Tree Everyday Conditioner 250ml Thurs. Plantation,,Regular,,,,"Shelf Labels > Label  Soap, Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ), Shelf Labels > Label  Cosmetics",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9312146007135,visible,Physical good,,,,Y,N,N,N,10.00,,N,,N,,N,,,5.50,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tea-tree-lavender-essential-oil-11ml-springfields-regular,ZEPECJ2O7EJSL2222FUXWQHA,Tea Tree Lavender Essential Oil 11ml Springfields,,Regular,,,,"Shelf Labels > Label  House and Oils, Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6)",Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,655754015581,visible,Physical good,,,,Y,N,N,N,20.60,,N,,N,,N,,,11.34,Little Valley,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tea-tree-oil-100ml-thursday-plantation-regular,SSIPOKJ7RIPTGB4WZGAZSWMX,"Tea Tree Oil 100ml, Thursday Plantation",,Regular,,,,"Shelf Labels > Label  House and Oils, Shop > House",Shop > House,,,,9312146010401,visible,Physical good,,,,Y,N,N,N,34.45,,N,,N,,N,,,18.99,Horizon Foods,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tea-tree-oil-11ml-springfields-regular,H4T6BX553TK53RW4J5URYJWL,Tea Tree Oil 11ml Springfields,,Regular,,,,"Shelf Labels > Label  House and Oils, Shop > House",Shop > House,,,,655754015574,visible,Physical good,,,,Y,N,N,N,20.60,,N,,N,,N,,,11.34,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tea-tree-oil-antiseptic-50ml-thurday-platation-regular,4M7WU2ID7MYSVFDXLUN7JPQZ,"Tea Tree Oil antiseptic 50ml, Thurday Platation",,Regular,,,,"Shop > Groceries, Shelf Labels > Label  House and Oils",Shop > Groceries,,,,9312146007470,visible,Physical good,,,,Y,,,,27.30,,N,,,,,,,15.04,Horizon Foods,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tea-tree-pure-castile-soap-946ml-dr-bronner-s-org-regular,6XUEUY64H2YOHRI45DDSI4GL,Tea Tree Pure Castile Soap  946ml Dr Bronner’s Org,,Regular,,,,"Shelf Labels > Label  Soap, Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6)",Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,018787776322,visible,Physical good,,,,Y,N,N,N,46.35,,N,,N,,N,,,25.54,Little Valley,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tea-tree-pure-essential-oil-25ml-vrindavan-regular,FYS73DTMNDVS6J4V7JM6NOU7,"Tea Tree Pure Essential Oil 25ml, Vrindavan",,Regular,,,,"Shelf Labels > Label  Incense, Shop > House",Shop > House,,,,746092298405,visible,Physical good,,,,Y,N,N,N,17.50,,N,,N,,N,,,9.64,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tearose-incense-auroshikha-,FTCHYEJNJ2SATAJG6RXKG7M5,"Tearose Incense, Auroshikha",,,,,,"Shop > House, Shelf Labels > Label  Incense Swivel",Shop > House,,,,8904031300301,visible,Physical good,,,,Y,,,,2.10,,N,,,,,,,1.16,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tempeh-burger-200g-nutrisoy-,4OB24XQOX655IQYGHUBKVOQH,"Tempeh Burger 200g, Nutrisoy",,,,,,"Shop > Fridge & Freezer, Shelf Labels > Label  Tofu Fridge",Shop > Fridge & Freezer,,,,9313727001115,visible,Physical good,,,,Y,N,N,N,6.70,,N,,N,,N,,,4.45,All Good Foods,,7,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tempeh-garlic-turmeric-coriander-primasoy-260g-regular,MWLMGW36MB2OOZYQATSHJYJN,Tempeh Garlic Turmeric & Coriander Primasoy 260g,,Regular,,,,Shop > Fridge & Freezer,Shop > Fridge & Freezer,,,,9334699000050,unavailable,Physical good,,,,Y,N,N,N,9.35,,N,,N,,N,,,6.25,United Organics,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tempeh-mildly-spiced-300g-nutrisoy-regular,6MHXVHFEJIK4BNRYKC7QNBQE,Tempeh Mildly Spiced 300g Nutrisoy,,Regular,,,,"Shelf Labels > Label  Tofu Fridge, Shop > Groceries",Shop > Groceries,,,,9313727001030,visible,Physical good,,,,Y,N,N,N,6.65,,N,,N,,N,,,4.43,All Good Foods,,4,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tempeh-organic-300g-nutrisoy-,JJMLLHVM6NNMGEW7GYEDISSH,"Tempeh Organic 300g, Nutrisoy",,,,,,"Shop > Fridge & Freezer, Shelf Labels > Label  Tofu Fridge",Shop > Fridge & Freezer,,,,9313727001016,visible,Physical good,,,,Y,N,N,N,6.70,,N,,N,,N,,,4.45,Beach & Bush,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tempeh-organic-chickpea-300g-byron-bay-regular,6DQ3KMG34TQGEPWFNGQ2J5HA,Tempeh Organic Chickpea 300g Byron Bay,,Regular,,,,"Shop > Groceries, Shelf Labels > Label  Tofu Fridge",Shop > Groceries,,,,680569878601,visible,Physical good,,,,Y,N,N,N,13.25,,N,,N,,N,,,8.85,All Good Foods,,15,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tempeh-organic-fava-wakame-300g-byron-bay-regular,4BL25V3HZB5LJFFE4O5HQ62D,Tempeh Organic Fava Wakame 300g Byron Bay,,Regular,,,,Shop > Groceries,Shop > Groceries,,,,680569878595,visible,Physical good,,,,Y,N,N,N,13.25,,N,,N,,N,,,8.85,All Good Foods,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tempeh-primasoy-chilli-260g-regular,S2QKEYIO2BCINQWQSSZCE7S7,Tempeh Primasoy Chilli 260g,,Regular,,,,Shop > Fridge & Freezer,Shop > Fridge & Freezer,,,,9334699000036,visible,Physical good,,,,Y,N,N,N,7.70,,N,,N,,N,,,5.16,United Organics,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tempeh-primasoy-original-260g-regular,CX7NWSI6I3Z26NHBFUOF5XQL,Tempeh Primasoy Original 260g,,Regular,,,,Shop > Fridge & Freezer,Shop > Fridge & Freezer,,,,9334699000012,visible,Physical good,,,,Y,N,N,N,7.10,,N,,N,,N,,,4.75,United Organics,,-1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tempeh-tamari-ginger-primasoy-260g-regular,7TN5N673742PIS5XDDGPGWFK,Tempeh Tamari Ginger Primasoy 260g,,Regular,,,,Shop > Fridge & Freezer,Shop > Fridge & Freezer,,,,9334699000067,visible,Physical good,,,,Y,N,N,N,9.35,,N,,N,,N,,,6.25,United Organics,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tempeh-tasty-300g-nutrisoy-,42L5IP7DVOGKAFQA4BOEJ66G,"Tempeh Tasty 300g, Nutrisoy",,,,,,"Shelf Labels > Label  Tofu Fridge, Shop > Groceries",Shop > Groceries,,,,9313727001047,visible,Physical good,,,,Y,N,N,N,6.45,,N,,N,,N,,,4.30,All Good Foods,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tension-tamer-herbal-tea-20-bags-43g-celestial-seasonings-org-regular,JAGLNRLTNJIWRDDRDHNZFZQ5,Tension Tamer Herbal Tea 20 Bags 43g Celestial Seasonings org,,Regular,,,,"Shelf Labels > Label  Chai and Tea and Coffee, Shop > Groceries",Shop > Groceries,,,,070734053344,visible,Physical good,,,,Y,N,N,N,10.25,,N,,N,,N,,,6.20,vitalus,,4,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#teriyaki-munchies-220g-mindful-foods-,IVXRAQ3UEJO5U6SMYV42PFXV,"Teriyaki Munchies 220g, Mindful Foods",,,,,,"Shop > Groceries, Shelf Labels > Label  Nut Blue Shelf",Shop > Groceries,,,,9351857001032,visible,Physical good,,,,Y,N,N,N,18.50,,N,,N,,N,,,10.20,Byron Co-op,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#the-environmental-bamboo-toothbrush-adult-soft-eco-friendly-regular,PRN3NLARXCSDYOPIBKGCCM65,The Environmental Bamboo Toothbrush Adult Soft Eco Friendly,,Regular,,,,"Shelf Labels > Label  House and Teeth, Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6)",Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,9369999027315,visible,Physical good,,,,Y,N,N,N,3.50,,N,,N,,N,,,1.92,,,-1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y
#the-environmental-bamboo-toothbrush-child-size-eco-friendly-regular,3XIEPM2NOVFLISFC6W5M73SJ,The Environmental Bamboo Toothbrush Child Size Eco Friendly,,Regular,,,,"Shelf Labels > Label  House and Teeth, Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6)",Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,9369999028893,visible,Physical good,,,,Y,N,N,N,3.50,,N,,N,,N,,,1.92,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y
#the-naked-bar-soap-clay-raw-milk-115g-naked-tallow-regular,VRXF3FUIWQO4V3VA2VAN6LFK,"The naked bar. Soap, clay &raw milk, 115g, naked tallow",,Regular,,,,"Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ), Shelf Labels > Label  Soap",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,781005414732,visible,Physical good,,,,Y,,,,17.70,,N,,,,N,,,7.95,,,4,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#three-goannas-euphoria-cordial-750ml-,LGF6HUFX7MJGTIBWK2CKK5QO,Three Goannas Euphoria Cordial 750ml,,,,,,"Shop > Groceries, Shelf Labels > Label  Supplements Side",Shop > Groceries,,,,9369998320967,visible,Physical good,,,,Y,,,,33.00,,N,,,,,,,20.00,,,4,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#three-goannas-fire-cider-no-9-375ml-,SIP7Y2F6PGZGGS4OR7WTKQJL,Three Goannas Fire Cider No.9 375ml,,,,,,"Shop > Groceries, Shelf Labels > Label  Supplements Side",Shop > Groceries,,,,9369999083274,visible,Physical good,,,,Y,,,,30.00,,N,,,,,,,18.18,,,7,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#three-goannas-recovery-cordial-750ml-,4UZOWP3XH53GTW5QMMP7QH2X,Three Goannas Recovery Cordial 750ml,,,,,,"Shop > Groceries, Shelf Labels > Label  Supplements Side",Shop > Groceries,,,,9369998412853,visible,Physical good,,,,Y,,,,33.00,,N,,,,,,,20.00,,,6,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#three-kings-charcoal-,SXJEQWST65PDMJJKOEK27YGE,Three Kings Charcoal,,,,,,"Shop > House, Shelf Labels > Label  Incense",Shop > House,,,,297456872385,visible,Physical good,,,,Y,N,N,N,4.50,,N,,N,,N,,,2.48,Tulsi Trading Co.,,19,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#thrive-liposomal-vitamin-c-500ml-regular,2M5MKK7U6NTNFCT4W2XX4Z6X,Thrive Liposomal Vitamin C 500ml,,Regular,,,,"Shelf Labels > Label  Counter, Shop > Supplements",Shop > Supplements,,,,,visible,Physical good,,,,Y,N,N,N,119.95,,N,,N,,N,,,60.00,Thrive Natural Remedies,,5,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#throat-calm-herbal-tea-bags-25pk-planet-org-,3HTKHZJ72N566DNIGGG2IRYB,"Throat Calm Herbal Tea Bags 25pk, Planet Org",,,,,,"Shop > Groceries, Shelf Labels > Label  Chai and Tea and Coffee",Shop > Groceries,,,,9321728002802,visible,Physical good,,,,Y,N,N,N,8.20,,N,,N,,N,,,4.97,Unique Health Products,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#throat-clear-20-loz-regular,EJCV6UAOANIVCUUHNEERWFZM,Throat Clear 20 loz,,Regular,,,,Shop > Supplements,Shop > Supplements,,,,9316096040556,visible,Physical good,,,,Y,N,N,N,14.40,,N,,N,,N,,,7.93,Keysun Laboratories,,24,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#thuja-cream-100g-martin-pleasance-,SYH3AECAL3DEER52JI5SVJXC,Thuja Cream 100g Martin & Pleasance,,,,,,"Shelf Labels > Label  Supplements, Shop > Supplements",Shop > Supplements,,,,9324294000258,visible,Physical good,,,,Y,N,N,N,22.65,,N,,N,,N,,,12.48,Martin & Pleasance Wholesale,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#thursday-plantation-tea-tree-witch-hazel-toner-100ml-,OMK4AAB4LC3GNWVPNOKCZWXI,Thursday Plantation Tea Tree & Witch Hazel Toner 100ml,,,,,,"Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ), Shelf Labels > Label  Cosmetics",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9312146007111,visible,Physical good,,,,Y,N,N,N,10.20,,N,,N,,N,,,5.62,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#thursday-plantation-tea-tree-body-wash-for-acne-,JXI4FQMHIRDS7JWNO5BJ5E7W,Thursday Plantation Tea Tree Body Wash For Acne,,,,,,Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,9312146011873,visible,Physical good,,,,Y,,,,16.05,,N,,,,,,,8.84,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#thursday-plantation-tea-tree-face-cream-65g-,3UZ5YW7MJDKZKUIQHF4GYVR4,Thursday Plantation Tea Tree Face Cream 65g,,,,,,"Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ), Shelf Labels > Label  Cosmetics",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9312146007586,visible,Physical good,,,,Y,N,N,N,13.90,,N,,N,,N,,,7.66,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#thyme-11ml-springfields-,SVNFAN7Q2YAYT7X7BWMHF7M5,"Thyme 11ml, Springfields",,,,,,Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,655754015635,visible,Physical good,,,,Y,N,N,N,23.65,,N,,N,,N,,,13.04,,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#thyme-dill-chives-,DMZMLSXIYMZBHDL7MTSQ4VRS,Thyme/Dill /Chives,,,,,,Shop > Fruit & Veg,Shop > Fruit & Veg,,,,,visible,Physical good,0,,,Y,N,N,N,5.60,,N,,N,,N,,,3.20,United Organics,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
